Movie Name,Song Name,Music Director,Actor Name,Actress Name,Filename
Idhu Namma Aalu,Oru Thalai Ragam Lyrics Idhu Namma Aalu,T.R Kuralarasan,,,oru-thalai-ragam-lyrics-idhu-namma-aalu.json
Eetti,Oru Thuli Mazhaiyinal Lyrics Eetti Song Lyrics,GV PrakashKumar,Adharvaa,Sri Divya,oru-thuli-mazhaiyinal-lyrics-eetti-song.json
Aadhi Bhagavan,Oru Thuli Vishamaai Lyrics Aadhi Bhagavan Songs Lyrics,Yuvan,Jay am Ravi,Neetu Chandra,oru-thuli-vishamaai-lyrics-aadhi.json
Kadhal Solla Vandhen,Oru Vaanavillin Pakkathilae lyrics kadhal solla vandhaen Song Lyrics,Yuvan,Balaiya,Meenakshi,oru-vaanavillin-pakkathilae-lyrics.json
Pichaikkaran,Oru Velai Sotrukkaga Lyrics Pichaikkaran Song Lyrics,Vijay Antony,Vijay Antony,Satna Titus,oru-velai-sotrukkaga-lyrics.json
Pasanga,Oru vetkam Varudhey lyrics pasanga song lyrics,N/A,,,oru-vetkam-varudhey-lyrics-pasanga-song.json
Maari,Oru Vidha Aasai Lyrics Maari Song Lyrics,Anirudh,Dhanush,Kajal Aggarwal,oru-vidha-aasai-lyrics-maari-song-lyrics.json
Nenjirukkum Varai,Orumurai Piranthen Lyrics Nenjirukkum Varai,Srikanth Deva,,,orumurai-piranthen-lyrics-nenjirukkum.json
Jeeva,Oruthi Mele Lyrics Jeeva Song Lyrics,D Imman,Vishnu,Sri Divya,oruthi-mele-lyrics-jeeva-song-lyrics.json
Sarkar,Oru Viral Puratchi Lyrics From Sarkar Songs,N/A,,,oruviral-puratchi-song-lyrics-from.json
Vanakkam Chennai,Osaka Osaka Lyrics Vanakkam Chennai Songs Lyrics,N/A,Shiva,Priya Anand,osaka-osaka-lyrics-vanakkam-chennai.json
Osthi,Osthi Maamey Lyrics Osthi Song Lyrics,Thaman S,Silambarasan,Richa Gangopadhyay,osthi-maamey-lyrics-osthi-song-lyrics.json
Kadamban,Otha Paarvaiyil Lyrics Kadamban,Yuvan,,,otha-paarvaiyil-lyrics-kadamban.json
Aadukalam,Otha Sollaala  lyrics Aadukalam songs lyrics,GV PrakashKumar,Dhanush,Taapsee Pannu,otha-sollaala-lyrics-aadukalam-songs.json
Kanaa,Othaiyadi Pathaiyile Lyrics From Kanaa Tamil Movie,Dhibu Ninan,,,othaiyadi-pathaiyila-lyrics-from-kanaa.json
Pandiya Nadu,Othakada Lyrics Pandiya Nadu Song Lyrics,D Imman,Vishal,Lakshmi Menon,othakada-lyrics-pandiya-nadu-song-lyrics.json
Maruthu,Othasada Rosa Song Lyrics Maruthu,D Imman,,,othasada-rosa-song-lyrics-maruthu.json
Endrendrum Punnagai,Othayila Lyrics Endrendrum Punnagai Song Lyrics,Harrish Jeyaraj,Jeeva,Trisha,othayila-lyrics-endrendrum-punnagai.json
Iraivi,Othayila Lyrics Iraivi Song Lyrics,Santhosh Narayanan,,,othayila-lyrics-iraivi-song-lyrics.json
Kadalai,Oththa Mazhayila Lyrics Kadalai,Sam CS,,,oththa-mazhayila-lyrics-kadalai.json
Vallavanukku Pullum Aayudham,Otrai Devathai Lyrics Vallavanukku Pullum Aayudham Song Lyrics,Siddharth Vipin,Santhanam,Ashna Zaveri,otrai-devathai-lyrics-vallavanukku.json
Arul,Ottiyanam Senji Tharen Song Lyrics Arul,Harrish Jeyaraj,,,ottiyanam-senji-tharen-song-lyrics-arul.json
Jeeva,Ovvondrai Thirudugirai Lyrics Jeeva Song Lyrics,D Imman,Vishnu,Sri Divya,ovvondrai-thirudugirai-lyrics-jeeva.json
Autograph,Ovvoru Pookalume Lyrics Autograph,Bharadwaj,,,ovvoru-pookalume-lyrics-autograph.json
Kavan,Oxygen Song Lyrics Kavan,Hip Hop Tamizha,Vijay Sethupathi,Madonna Sebastian,oxygen-song-lyrics-kavan.json
Kaashmora,Oyaa Oyaa Lyrics Kaashmora,Santhosh Narayanan,Karthi,Nayanthara,oyaa-oyaa-lyrics-kaashmora.json
Ayan,Oyaayiye Yaayiye lyrics Ayan Song Lyrics,Harrish Jeyaraj,,,oyaayiye-yaayiye-lyrics-ayan-song-lyrics.json
Pizza 2- Villa,Pa Pa Lyrics Pizza 2 Villa Song Lyrics,Santhosh Narayanan,Ashok Selvan,Sanchita Shetty,pa-pa-lyrics-pizza-2-villa-song-lyrics.json
Vanmham,Paadatta Paadatta Lyrics Vanmham Song Lyrics,Thaman S,Krishna,Sunaina,paadatta-paadatta-lyrics-vanmham-song.json
Modhi Vilayadu,Paadhi Kadhal Lyrics Modhi Vilayadu Song Lyrics,Colonial Cousins,,,paadhi-kadhal-lyrics-modhi-vilayadu.json
Aaru,Paakatha Enna Paakatha Lyrics Aaru,Devi Sri Prasad(DSP),,,paakatha-enna-paakatha-lyrics-aaru.json
Kaththi,Paalam Lyrics Kaththi Song Lyrics,Anirudh,Vijay,Samantha Ruth Prabhu,paalam-lyrics-kaththi-song-lyrics.json
Sathriyan,Paarai Mele Song Lyrics Sathriyan,Yuvan,,,paarai-mele-song-lyrics-sathriyan.json
Ambikapathy,Paarkaadhey Lyrics Ambikapathy Songs Lyrics,AR Rahman,Parthiban,Divya Madu,paarkaadhey-lyrics-ambikapathy-songs.json
Varuthapadatha Valibar Sangam,Paarkathe Paarkathe Lyrics Varuthapadatha Vaalibar Sangam Songs Lyrics,D Imman,Sivakarthikeyan,Sri Divya,paarkathe-paarkathe-lyrics.json
Vettaiyaadu Vilaiyaadu,Paartha Mudhal Naale Song Lyrics Vettaiyaadu Vilaiyaadu,Harrish Jeyaraj,Kamal Haasan,Jyothika,paartha-mudhal-naale-song-lyrics.json
Power Paandi,Paarthen Lyrics Power Paandi,Sean Roldan,,,paarthen-lyrics-power-paandi.json
Nil Gavani Sellathey,Paarvai Undhan Lyrics Nil Gavani Sellathey Song lyrics,Selvaganesh,,,paarvai-undhan-lyrics-nil-gavani.json
N/A,Paatha Edathila Song Lyrics & English Meaning | 808Krshna | Sublahshini,808Krshna,,,paatha-edathila-song-lyrics-english-meaning.json
Kazhugu,Paathagathi Kannupattu English Lyrics Kazhgoo,Yuvan,Krishna,Bindu Madhavi,paathagathi-kannupattu-english-lyrics.json
Kazhugu,Paathagathi Kannupattu Lyrics Kazhugu Songs Lyrics,Yuvan,Krishna,Bindu Madhavi,paathagathi-kannupattu-lyrics-kazhugu.json
Manjapai,Paathu Paathu Lyrics Manja Pai Song Lyrics,N. R. Raghunanthan,Vimal,Lakshmi Menon,paathu-paathu-lyrics-manja-pai-song.json
Rubaai,Paathukkuren Lyrics Rubaai,D Imman,,,paathukkuren-lyrics-rubaai.json
N/A,Paattum Naane Lyrics Thiruvilaiyadal,N/A,,,paattum-naane-lyrics-thiruvilaiyadal_31.json
Taramani,Paavangalai Song Lyrics Taramani,Yuvan,,,paavangalai-song-lyrics-taramani.json
Indian,Pachai Kiligal Tholodu Lyrics Indian,AR Rahman,,,pachai-kiligal-tholodu-lyrics-indian.json
Alaipayuthey,Pachai Nirame Lyrics Alaipayuthey,AR Rahman,Madhavan,Shalini,pachai-nirame-lyrics-alaipayuthey.json
Baahubali,Pachchai Thee Lyrics Baahubali (Tamil),MM Keeravani,Prabhas,Anushka Shetty,pachchai-thee-lyrics-baahubali-tamil.json
Vanamagan,Pachchai Uduthiya Kaadu Lyrics Vanamagan,Harrish Jeyaraj,Jayam Ravi,Sayesha Saigal,pachchai-uduthiya-kaadu-lyrics-vanamagan.json
VaiRajaVai,Pachchai Vanna Poove Lyrics Vai Raja Vai Song Lyrics,N/A,,,pachchai-vanna-poove-lyrics-vai-raja.json
Moondru Per Moondru Kadhal,Padapadakkudhu Lyrics Moondru Per Moondru Kadhal Songs Lyrics,Yuvan,Arjun,Cheran,padapadakkudhu-lyrics-moondru-per.json
Aaha Kalyanam,Padhiye Padhiye Lyrics Aaha Kalyanam Song Lyrics,Dharan Kumar,,,padhiye-padhiye-lyrics-aaha-kalyanam.json
Aaha Kalyanam,Padhiye Padhiye Lyrics in Tamil - Aaha Kalyanam,Dharan Kumar,,,padhiye-padhiye-lyrics-in-tamil-aaha.json
Polladhavan,Padichu Paathen Song Lyrics Polladhavan,Dhina,Dhanush,Divya Spandana,padichu-paathen-song-lyrics-polladhavan.json
Vaa Deal,Paesi Paesi Lyrics Vaa Deal Song Lyrics,N/A,,,paesi-paesi-lyrics-vaa-deal-song-lyrics.json
N/A,Paisa Note Song Lyrics,Hip Hop Tamizha,,,paisa-note-song-lyrics.json
Kaththi,Pakkam Vandhu Lyrics Kaththi Song Lyrics,Anirudh,Vijay,Samantha Ruth Prabhu,pakkam-vandhu-lyrics-kaththi-song-lyrics.json
Kaththi,Pakkam Vanthu Lyrics Kaththi Song Lyrics,Anirudh,Vijay,Samantha Ruth Prabhu,pakkam-vanthu-lyrics-kaththi-song-lyrics.json
Sagaa,Yaayum Pakkatha Nerathil Song Lyrics From Sagaa Movie,Shabir,,,pakkatha-nerathil-song-lyrics-from.json
Ayan,Pala Palakkura Lyrics Ayan,Harrish Jeyaraj,,,pala-palakkura-lyrics-ayan.json
Pistha,Palabishegam Lyrics Pistha,S.A.Rajkumar,,,palabishegam-lyrics-pistha.json
Kadhalum Kadandhu Pogum,Pangaali Lyrics Kadhalum Kadandhu Pogum Song Lyrics,Santhosh Narayanan,Vijay Sethupathi,Madonna Sebastian,pangaali-lyrics-kadhalum-kadandhu-pogum.json
Kaantha,Panimalare Song Lyrics In Tamil | Kaantha | Pradeep Kumar | Jhanu Chanthar,Jhanu Chanthar,,,panimalare-song-lyrics-in-tamil-kaantha.json
Rajapattai,Paniye Pani poove Lyrics Rajapattai Songs Lyrics,Yuvan,,,paniye-pani-poove-lyrics-rajapattai.json
Eetti,Panjumittai Lyrics Eetti Song Lyrics,GV PrakashKumar,Adharvaa,Sri Divya,panjumittai-lyrics-eetti-song-lyrics.json
Bairavaa,Papa Papa Song Lyrics Bairavaa,Santhosh Narayanan,Vijay,Keerthy Suresh,papa-papa-song-lyrics-bairavaa.json
Vettai,Pappapappa Lyrics Papparappa Lyrics Vettai single songs lyrics,Yuvan,Arya,Sameera Reddy,pappapappa-lyrics-papparappa-lyrics.json
Muthal idam,Pappara Pappara- Enga ooru Lyrics Muthal Idam Song Lyrics,D Imman,,,pappara-pappara-enga-ooru-lyrics-muthal.json
Neer Paravai,Para Para Paravai Ondru Lyrics NeerParavai Songs Lyrics,N. R. Raghunanthan,,,para-para-paravai-ondru-lyrics.json
Kattradhu Thamizh,Para Para Pattaampoochi Song Lyrics Kattradhu Thamizh,Yuvan,,,para-para-pattaampoochi-song-lyrics.json
Ok Kanmani,Paranthu Sella Vaa Lyrics Ok Kanmani Song Lyrics,N/A,Dulquer Salmaan,Nithya Menen,paranthu-sella-vaa-lyrics-ok-kanmani.json
Yatchan,Parapara Kaatti Lyrics Yatchan Song Lyrics,N/A,Arya,Kreshna,parapara-kaatti-lyrics-yatchan-song.json
Bangalore Naatkal,Paraparapa Oru Ooru Lyrics Bangalore Naatkal Song Lyrics,Gopi Sundar,Arya,Sri Divya,paraparapa-oru-ooru-lyrics-bangalore.json
Kadhalum Kadandhu Pogum,Paravai Paranthuchu‬ Lyrics Kadhalum Kadandhu Pogum Song Lyrics,Santhosh Narayanan,Vijay Sethupathi,Madonna Sebastian,paravai-paranthuchu-lyrics-kadhalum.json
Kattradhu Thamizh,Paravaiye Engu Irukkiraai Song Lyrics Kattradhu Thamizh,Yuvan,,,paravaiye-engu-irukkiraai-song-lyrics.json
Diwan,Parthathila Parthathila Lyrics Diwan,S.A.Rajkumar,,,parthathila-parthathila-lyrics-diwan.json
Iruttu Araiyil Murattu Kuthu,Party Song Lyrics Iruttu Araiyil Murattu Kuthu,Balamurali Balu,,,party-song-lyrics-iruttu-araiyil.json
Thaarai Thappattai,Paruruvaaya Lyrics Tharai Thappattai Song Lyrics,Ilaiyaraaja,Sasikumar,Varalaxmi Sarathkumar,paruruvaaya-lyrics-tharai-thappattai.json
N/A,Pathala Pathala Vikram Song Lyrics Tamil,Anirudh,,,pathala-pathala-vikram-lyrics.json
Bairavaa,Pattaya Kelappu Lyrics Bairavaa,Santhosh Narayanan,Vijay,Keerthy Suresh,pattaya-kelappu-lyrics-bairavaa.json
Jilla,Pattu Onnu  Lyrics Jilla Song Lyrics,D Imman,Vijay,Kajal Aggarwal,pattu-onnu-lyrics-jilla-song-lyrics.json
Aanandha Thandavam,Pattu Poochi lyrics Aanandha Thaandavam Song lyrics,N/A,,,pattu-poochi-lyrics-aanandha-thaandavam.json
Raja Ranguski,Pattukutty Neethan Lyrics From Raja Ranguski Flim,Yuvan,,,pattukutty-neethan-lyrics-raja-ranguski.json
N/A,Payanam A Love Journey Song Lyrics | Shivs Narayan | Nithyashree Venkataramanan,Shivs Narayan,,,payanam-love-journey-song-lyrics-shivs.json
N/A,Payanam A Love Journey Song Lyrics English Meaning,Shivs Narayan,,,payanam-love-journey-song-lyrics.json
Orange Mittai,Payanangal Thodarudhae Lyrics Orange Mittai Song Lyrics,Justin Prabhakaran,,,payanangal-thodarudhae-lyrics-orange.json
Aambala,Pazhagikalam Lyrics Aambala Song Lyrics,N/A,Vishal,Hansika Motwani,pazhagikalam-lyrics-aambala-song-lyrics.json
Irandam Ulagam,Pazhangalla Vishamulla Lyrics Irandam Ulagam Song Lyrics,Harrish Jeyaraj,Arya,Anushka Shetty,pazhangalla-vishamulla-lyrics-irandam.json
Thirunaal,Pazhaya Soru Lyrics Thirunaal,Srikanth Deva,,,pazhaya-soru-lyrics-thirunaal.json
Thaana Serndha Koottam,Peela Peela Lyrics Thaana Serndha Koottam,Anirudh,Suriya,Keerthy Suresh,peela-peela-lyrics-thaana-serndha.json
PeiPasi,PeiPasi Naanga Busy Lyrics PeiPasi Tamil Movie,Yuvan,,,peipasi-naanga-busy-lyrics-peipasi.json
Rum,Peiyophobilia Lyrics Rum Song Lyrics,Anirudh,Anirudh,Sanchita Shetty,peiyophobilia-lyrics-rum-song-lyrics.json
Thoranai,pelican paravaigal lyrics Thoranai song lyrics,Mani Sharma,,,pelican-paravaigal-lyrics-thoranai-song.json
Kathai Thiraikathai Vasanam,Pen Megam Polave Lyrics Kathai Thiraikathai Vasanam Song Lyrics,Shareth,Sathyaraj,Tanya,pen-megam-polave-lyrics-kathai.json
Gemini,Pen Oruthi Song Lyrics Gemini,Bharadwaj,Vikram,Kiran Rathod,pen-oruthi-song-lyrics-gemini.json
Kadhal Geetham,Penmai Konda Mounam Song Lyrics Kadhal Geetham,Ilaiyaraaja,,,penmai-konda-mounam-song-lyrics-kadhal.json
Irandam Ulagam,Penne Naan Enna Solla Lyrics Irandam Ulagam Song Lyrics,Anirudh,Arya,Anushka Shetty,penne-naan-enna-solla-lyrics-irandam.json
Bramman,Penne Nee Illammal Lyrics Bramman Song Lyrics,Devi Sri Prasad(DSP),Sasikumar,Lavanya Tripathi,penne-nee-illammal-lyrics-bramman-song.json
Priyamana Thozhi,Penne Neeyum Pennaa Lyrics Priyamana Thozhi,S.A.Rajkumar,Madhavan,Jyothika,penne-neeyum-pennaa-lyrics-priyamana.json
Naan Sigappu Manithan,Penne O Penne Lyrics Naan Sigappu Manithan Song Lyrics,GV PrakashKumar,Vishal,Lakshmi Menon,penne-o-penne-lyrics-naan-sigappu.json
Irumbu Kudhirai,Penne Penne Azhaigiren Lyrics Irumbu Kuthirai Song Lyrics,GV PrakashKumar,Atharvaa,Priya Anand,penne-penne-azhaigiren-lyrics-irumbu.json
Savaale Samaali,Penne Penne Lyrics Savaale Samaali Song Lyrics,Thaman S,Ashok Selvan,Bindu Madhavi,penne-penne-lyrics-savaale-samaali-song.json
Saamy Square,Penne Unna Paatha Lyrics Saamy 2 Tamil Movie,Devi Sri Prasad(DSP),,,penne-unna-paatha-pudhu-metro-rail.json
N/A,Periyar Kuthu Song Lyrics in Tamil Simbu Album,N/A,,,periyar-kuthu-song-lyrics.json
Thirudan Police,Pesadhe Lyrics Thirudan Police Song Lyrics,Yuvan,,,pesadhe-lyrics-thirudan-police-song.json
Devi(l),Pesamal Pesi Parthen Song Lyrics Devi,N/A,Prabhu Deva,Tamannaah,pesamal-pesi-parthen-song-lyrics-devi.json
Ul Kuthu,Pesayum Esaya Lyrics Ul Kuthu Song Lyrics,Justin Prabhakaran,Attakathi Dinesh,Nanditha,pesayum-esaya-lyrics-ul-kuthu-song.json
N/A,Pessamal  Lyrics Mounam Sollum Varthaigal,N/A,,,pessamal-lyrics-mounam-sollum-varthaigal_31.json
Pannaiyarum Padminiyum,Pesuren Pesuren Lyrics Pannaiyarum Padminiyum Song Lyrics,Justin Prabhakaran,Vijay Sethupathi,Jayaprakash,pesuren-pesuren-lyrics-pannaiyarum.json
Aranmanai,Petromaxu Lightethan Lyrics Aranmanai Song lyrics,Bharadwaj,,,petromaxu-lightethan-lyrics-aranmanai.json
Petta,Petta Paraak Meaning,N/A,Rajinikanth,Simran,petta-paraak-meaning.json
Petta,Petta Paraak Song Lyrics in Tamil,Anirudh,Rajinikanth,Simran,petta-paraak-song-lyrics.json
Naan Kadavul,Pichai Paathiram Lyrics Naan Kadavul,Ilaiyaraaja,Arya,Pooja,pichai-paathiram-lyrics-naan-kadavul.json
Sigaram Thodu,Pidikuthey Thirumba Thirumba Unnai Lyrics Sigaram Thodu,D Imman,Vikram Prabhu,Monal Gajjar,pidikudhey-lyrics-sigaram-thodu-song.json
Alwar,Pidikum Unnai Pidikum Lyrics Alwar,Srikanth Deva,,,pidikum-unnai-pidikum-lyrics-alwar.json
Simba,Pinjula Pinjula Song Lyrics From Simba,Vishal Chandrasekar,Bharath,Premgi Amaren,pinjula-pinjula-song-lyrics-simba.json
Mayakkam Enna,Pirai Thedum lyrics Mayakkam Enna Song Lyrics,GV PrakashKumar,,,pirai-thedum-lyrics-mayakkam-enna-song.json
Velaiyilla Pattathari,Po Indru Neeyaga English Translation Lyrics Velai illa Pattathari Song Lyrics,Anirudh,Dhanush,Amala Paul,po-indru-neeyaga-english-translation.json
Velaiyilla Pattathari,Po Indru Neeyaga Lyrics Velaiyilla Pattathari Song Lyrics,Anirudh,Dhanush,Amala Paul,po-indru-neeyaga-lyrics-velaiyilla.json
3,Po Ne Po Lyrics in Tamil,Anirudh,Dhanush,Shruti Haasan,po-ne-po-lyrics-in-tamil.json
3,Po Nee Po Lyrics 3 Songs Lyrics in English Translation,Anirudh,Dhanush,Shruti Haasan,po-nee-po-lyrics-3-songs-lyrics-in.json
3,Po Nee Po Song Lyrics  From 3 Tamil Movie,Anirudh,Dhanush,Shruti Haasan,po-nee-po-lyrics-3-songs-lyrics.json
N/A,Po Po Yen Lyrics A H Kaashif,A H Kaashif,,,po-po-en-ft-sid-sriram-lyrics-h-kaashif.json
Manam Kothi Paravai,Po Po Po Lyrics Manam Kothi Paravai,D Imman,Sivakarthikeyan,Athmiya,po-po-po-lyrics-manam-kothi-paravai.json
Poda Podi,Podaa Podi Kadhalai Lyrics Podaa Podi Songs Lyrics,Dharan Kumar,Silambarasan,Varalaxmi Sarathkumar,podaa-podi-kadhalai-lyrics-podaa-podi.json
Virattu,Podhum Podhum Lyrics Virattu Songs Lyrics,Dharan Kumar,,,podhum-podhum-lyrics-virattu-songs.json
Rajapattai,Podi paiyyan polave Lyrics Rajapattai Songs Lyrics,Yuvan,,,podi-paiyyan-polave-lyrics-rajapattai.json
Pugazh,Podu Podu Lyrics Pugazh Song Lyrics,Vivek – Mervin,,,podu-podu-lyrics-pugazh-song-lyrics.json
Veera,Pogaadhe Kanmaniye Lyrics Veera,Leon James,Rajinikanth,Meena,pogaadhe-kanmaniye-lyrics-veera.json
Damaal Dumeel,Pogadhae Pogadhae Lyrics Damaal Dumeel Song Lyrics,Thaman S,Vaibhav,Remya Nambeesan,pogadhae-pogadhae-lyrics-damaal-dumeel.json
MS Dhoni,Pogalam Lyrics MS Dhoni,Amaal Malik,,,pogalam-lyrics-ms-dhoni.json
Deepavali,Pogathe Pogathe Song Lyrics Deepavali,Yuvan,,,pogathe-pogathe-song-lyrics-deepavali.json
Run,Poi Solla Koodathu Kadhali Song Lyrics,Vidyasagar,,,poi-solla-koodathu-kadhali-song-lyrics.json
Thuppaki,Poi Varavaa Lyrics Thuppakki Songs Lyrics,Harrish Jeyaraj,Vijay,Kajal Aggarwal,poi-varavaa-lyrics-thuppakki-songs.json
Manithan(2016),Poi Vazhvaa Lyrics Manithan Song Lyrics,Santhosh Narayanan,Udhayanidhi Stalin,Hansika Motwani,poi-vazhvaa-lyrics-manithan-song-lyrics.json
Samar,Poikkaal Kuthirai Lyrics Samar Songs Lyrics,Yuvan,Vishal,Trisha,poikkaal-kuthirai-lyrics-samar-songs.json
Haridas,Police Lyrics Haridas Songs Lyrics,Vijay Antony,Kishore,Sneha,police-lyrics-haridas-songs-lyrics.json
Asuran,Pollaadha Boomi Lyrics In Tamil,N/A,,,pollaadha-boomi-lyrics-asuran.json
Rekka,Pollapaiyya Lyrics Rekka Song Lyrics,D Imman,,,pollapaiyya-lyrics-rekka-song-lyrics.json
Thodari,Pona Usuru Vanthurichu Lyrics Thodari Song Lyrics,D Imman,Dhanush,Keerthy Suresh,pona-usuru-vanthurichu-lyrics-thodari.json
Adhe Kangal-2016,Ponapokkil Song Lyrics Adhe Kangal 2017,M Ghibran,Kalaiyarasan,Janani Iyer,ponapokkil-song-lyrics-adhe-kangal-2017.json
Goli Soda 2,Pondati Nee Pondati Nee Song Lyrics Goli Soda 2,Achu,,,pondati-nee-pondati-nee-song-lyrics.json
Osthi,Pondatti Song Lyrics Osthi Song Lyrics,Thaman S,Silambarasan,Richa Gangopadhyay,pondatti-song-lyrics-osthi-song-lyrics.json
Irumbu Kudhirai,Pondicherry Vazhiyilla Lyrics Irumbu Kuthirai Song Lyrics,GV PrakashKumar,Atharvaa,Priya Anand,pondicherry-vazhiyilla-lyrics-irumbu.json
Azhagiya Tamil Magan,Ponmagal Vanthal Lyrics Azhagiya Tamil Magan,AR Rahman,,,ponmagal-vanthal-lyrics-azhagiya-tamil.json
Enakkul Oruvan,Poo Avizhum Pozhudhil Lyrics Enakkul Oruvan,Santhosh Narayanan,,,poo-avizhum-pozhudhil-lyrics-enakkul.json
Minsara Kanavu,Poo Pookkum Osai Song Lyrics Minsara Kanavu,AR Rahman,Prabhu Deva,Kajol,poo-pookkum-osai-song-lyrics-minsara.json
Anbe Sivam,Poo Vasam Lyrics Anbe Sivam,Vidyasagar,,,poo-vasam-lyrics-anbe-sivam.json
Sattam Oru Iruttarai,Poochaandi Paarvayila Lyrics Sattam Oru Iruttarai Songs Lyrics,Vijay Antony,,,poochaandi-paarvayila-lyrics-sattam-oru.json
Masss,Poochandi Lyrics Masss Song Lyrics,Yuvan,,,poochandi-lyrics-masss-song-lyrics.json
Madharasapattinam,Pookal Pookum Song Lyrics Madharasapattinam,N/A,,,pookal-pookum-song-lyrics.json
I,Pookkalae Sattru Oyivedungal Lyrics I Song Lyrics,AR Rahman,Vikram,Amy Jackson,pookkalae-sattru-oyivedungal-lyrics-i.json
Uyire,Poongkaatrilae Song Lyrics Uyire,AR Rahman,Shahrukh Khan,Manisha Koirala,poongkaatrilae-song-lyrics-uyire.json
Malai Malai,Pooparikka Solli Lyrics Malai Malai,Mani Sharma,,,pooparikka-solli-lyrics-malai-malai.json
Minnale,Poopol Poopol Lyrics Minnale,Harrish Jeyaraj,,,poopol-poopol-lyrics-minnale.json
Pattathu Yaanai,Poosani Kaai Lyrics Pattathu Yaanai Songs Lyrics,Thaman S,Vishal,Aishwarya Arjun,poosani-kaai-lyrics-pattathu-yaanai.json
Azhagarsamiyin Kudhirai,Poovakkelu lyrics Azhagarsamiyin Kudhirai Song Lyrics,Ilaiyaraaja,,,poovakkelu-lyrics-azhagarsamiyin.json
Singam Puli,Poove Poove Lyrics Singam Puli Songs Lyrics,Mani Sharma,,,poove-poove-lyrics-singam-puli-songs.json
Bombay,Poovukkenna Poottu Lyrics Bombay,AR Rahman,Arvind Swamy,Manisha Koirala,poovukkenna-poottu-lyrics-bombay.json
Jeans,Poovukkul Song Lyrics Jeans,AR Rahman,Prashanth,Aishwarya Rai,poovukkul-song-lyrics-jeans.json
Annakodiyum Kodiveeranum,"Poraale Lyrics Annakodiyum Kodiveeranum Songs Lyrics,",,,,poraale-lyrics-annakodiyum-kodiveeranum.json
Aayiram Vilakku,Porale Lyrics Aayiram Vizhakku song lyrics,Srikanth Deva,,,porale-lyrics-aayiram-vizhakku-song.json
Vaagai Sooda Va,Poraney Poraney Lyrics Vaagai Sooda Va Lyrics,M Ghibran,,,poraney-poraney-lyrics-vaagai-sooda-va.json
Rum,Pori Pathi Vizhum Lyrics Rum,Anirudh,Anirudh,Sanchita Shetty,pori-pathi-vizhum-lyrics-rum.json
Kuttram 23,Pori Vaithu Lyrics Kuttram 23 Song Lyrics,Vishal Chandrasekar,,,pori-vaithu-lyrics-kuttram-23-song.json
NGK,Pothachaalum Lyrics NGK,Yuvan,Suriya,Sai Pallavi,pothachaalum-song-lyrics-in-tamil.json
mudinja ivana pudi,pothavillaye lyrics mudinja ivana pudi,D Imman,,,pothavillaye-lyrics-mudinja-ivana-pudi.json
Annakodiyum Kodiveeranum,Pothi Vecha Lyrics Annakodiyum Kodiveeranum  Songs Lyrics,GV PrakashKumar,,,pothi-vecha-lyrics-annakodiyum.json
Saguni,Pottadhu Paththala Lyrics Saguni,GV PrakashKumar,Karthi,Pranitha Subhash,pottadhu-paththala-lyrics-saguni.json
Settai,Poyum Poyum Lyrics Settai Songs Lyrics,Thaman S,Arya,Hansika Motwani,poyum-poyum-lyrics-settai-songs-lyrics.json
Yaadhumaagi Nindraai,Pudavai Nilave Lyrics Yaadhumaagi Nindraai,Ashwin Vinayagamoorthy,Aadhav Kannadasan,Riythvika,pudavai-nilave-lyrics-yaadhumaagi.json
Roja,Pudhu Vellai Mazhai Lyrics Roja,AR Rahman,Arvind Swamy,Madhubala,pudhu-vellai-mazhai-lyrics-roja.json
Kalakalappu 2,Pudichiruka Illa Pudikalaya Lyrics Kalakalappu 2,Hip Hop Tamizha,Jiiva,Nikki Galrani,pudichiruka-illa-pudikalaya-lyrics.json
Saamy,Pudichirukku Lyrics Saamy,Harrish Jeyaraj,Vikram,Trisha,pudichirukku-lyrics-saamy.json
Dear Comrade (Tamil),Pularaadha Song Lyrics in Tamil,Justin Prabhakaran,,,pularaadha-song-lyrics.json
Puli,Puli Title Track Lyrics Puli Song Lyrics,Devi Sri Prasad(DSP),Vijay,Sudeep,puli-title-track-lyrics-puli-song-lyrics.json
2 Point 0,Pullinangal Song Lyrics English Meaning,AR Rahman,,,pullinangal-song-lyrics-english-meaning.json
24,Punnagaye Lyrics 24 Song Lyrics,AR Rahman,Suriya,Samantha Ruth Prabhu,punnagaye-lyrics-24-song-lyrics.json
Jeans,Punnagayil Thee Mootti Lyrics Jeans,AR Rahman,Prashanth,Aishwarya Rai,punnagayil-thee-mootti-lyrics-jeans.json
Kasi,Punniyam Thedi Lyrics Kaasi,Ilaiyaraaja,Vikram,Kaveri,punniyam-thedi-lyrics-kaasi.json
Sevarkkodi,Puraavai Vandhu Pogiraai Lyrics Sevarkkodi Song Lyrics,Sathya C,,,puraavai-vandhu-pogiraai-lyrics.json
Singam 2,Puriya Villai Lyrics Singam 2 Songs Lyrics,Devi Sri Prasad(DSP),Suriya,Anushka Shetty,puriya-villai-lyrics-singam-2-songs.json
Amaravathi,Putham Puthu Malare Song Lyrics Amaravathi,Bala Bharathi,,,putham-puthu-malare-song-lyrics.json
Thendral,Putham Puthu Paattu Lyrics Thendral,Vidyasagar,,,putham-puthu-paattu-lyrics-thendral.json
